NO.;Time;Interval;Indoor Temperature(°C);Indoor Humidity(%);Outdoor Temperature(°C);Outdoor Humidity(%);Relative Pressure(hpa);Absolute Pressure(hpa);Wind Speed(m/s);Gust(m/s);Wind Direction;DewPoint(°C);WindChill(°C);Hour Rainfall(mm);24 Hour Rainfall(mm);Week Rainfall(mm);Month Rainfall(mm);Total Rainfall(mm)
1; 15/06/2022 12:58:53;15; 22.3;66; 22.1;62; 1020.7; 1020.9; 0.0; 0.0; S; 14.5; 22.1; 0.00; 0.00; 0.00; 0.00; 0.00
2; 15/06/2022 13:13:53;15; 22.5;65; 22.2;61; 1020.4; 1020.6; 0.0; 0.0; S; 14.3; 22.2; 0.00; 0.00; 0.00; 0.00; 0.00
3; 15/06/2022 13:28:53;15; 22.6;64; 22.3;60; 1020.0; 1020.2; 0.0; 0.0; S; 14.2; 22.3; 0.00; 0.00; 0.00; 0.00; 0.00
4; 15/06/2022 13:43:53;15; 22.7;63; 22.3;60; 1019.8; 1020.0; 0.0; 0.0; S; 14.2; 22.3; 0.00; 0.00; 0.00; 0.00; 0.00
5; 15/06/2022 13:58:53;15; 22.8;63; 22.8;59; 1019.8; 1020.0; 0.0; 0.0; S; 14.4; 22.8; 0.00; 0.00; 0.00; 0.00; 0.00
6; 15/06/2022 14:13:53;15; 22.9;62; 23.0;58; 1019.6; 1019.8; 0.0; 0.0; S; 14.3; 23.0; 0.00; 0.00; 0.00; 0.00; 0.00
7; 15/06/2022 14:28:53;15; 23.1;63; 23.0;59; 1019.4; 1019.6; 0.0; 0.0; S; 14.6; 23.0; 0.00; 0.00; 0.00; 0.00; 0.00
8; 15/06/2022 14:43:53;15; 23.1;63; 22.9;58; 1019.1; 1019.3; 0.0; 0.0; S; 14.2; 22.9; 0.00; 0.00; 0.00; 0.00; 0.00
9; 15/06/2022 14:58:53;15; 23.2;63; 22.8;59; 1019.2; 1019.4; 0.0; 0.0; S; 14.4; 22.8; 0.00; 0.00; 0.00; 0.00; 0.00
10; 15/06/2022 15:13:53;15; 23.2;63; 22.8;59; 1019.0; 1019.2; 0.0; 0.0; S; 14.4; 22.8; 0.00; 0.00; 0.00; 0.00; 0.00
11; 15/06/2022 15:28:53;15; 23.2;63; 22.8;59; 1018.9; 1019.1; 0.0; 0.0; S; 14.4; 22.8; 0.00; 0.00; 0.00; 0.00; 0.00
12; 15/06/2022 15:43:53;15; 23.2;64; 22.9;60; 1018.9; 1019.1; 0.0; 0.0; S; 14.8; 22.9; 0.00; 0.00; 0.00; 0.00; 0.00
13; 15/06/2022 15:58:53;15; 23.3;64; 23.1;61; 1018.8; 1019.0; 0.0; 0.0; S; 15.2; 23.1; 0.00; 0.00; 0.00; 0.00; 0.00
14; 15/06/2022 16:13:53;15; 23.4;63; 23.1;61; 1018.6; 1018.8; 0.0; 0.0; S; 15.2; 23.1; 0.00; 0.00; 0.00; 0.00; 0.00
15; 15/06/2022 16:28:53;15; 23.4;63; 23.1;61; 1018.6; 1018.8; 0.0; 0.0; S; 15.2; 23.1; 0.00; 0.00; 0.00; 0.00; 0.00
16; 15/06/2022 16:43:53;15; 23.3;63; 23.0;61; 1018.6; 1018.8; 0.0; 0.0; S; 15.1; 23.0; 0.00; 0.00; 0.00; 0.00; 0.00
17; 15/06/2022 16:58:53;15; 23.3;63; 22.8;60; 1018.3; 1018.5; 0.0; 0.0; S; 14.7; 22.8; 0.00; 0.00; 0.00; 0.00; 0.00
18; 15/06/2022 17:13:53;15; 23.1;63; 22.8;59; 1018.6; 1018.8; 0.0; 0.0; S; 14.4; 22.8; 0.00; 0.00; 0.00; 0.00; 0.00
19; 15/06/2022 17:28:53;15; 23.1;63; 22.7;60; 1018.5; 1018.7; 0.0; 0.0; S; 14.6; 22.7; 0.00; 0.00; 0.00; 0.00; 0.00
20; 15/06/2022 17:43:53;15; 22.9;62; 22.7;60; 1018.7; 1018.9; 0.0; 0.0; S; 14.6; 22.7; 0.00; 0.00; 0.00; 0.00; 0.00
21; 15/06/2022 17:58:53;15; 22.9;62; 22.6;60; 1018.9; 1019.1; 0.0; 0.0; S; 14.5; 22.6; 0.00; 0.00; 0.00; 0.00; 0.00
22; 15/06/2022 18:13:53;15; 22.8;63; 22.5;60; 1018.9; 1019.1; 0.0; 0.0; S; 14.4; 22.5; 0.00; 0.00; 0.00; 0.00; 0.00
23; 15/06/2022 18:28:53;15; 22.8;63; 22.4;60; 1019.0; 1019.2; 0.0; 0.0; S; 14.3; 22.4; 0.00; 0.00; 0.00; 0.00; 0.00
24; 15/06/2022 18:43:53;15; 22.7;63; 22.4;60; 1018.7; 1018.9; 0.0; 0.0; S; 14.3; 22.4; 0.00; 0.00; 0.00; 0.00; 0.00
25; 15/06/2022 18:58:53;15; 22.7;63; 22.3;61; 1018.8; 1019.0; 0.0; 0.0; S; 14.4; 22.3; 0.00; 0.00; 0.00; 0.00; 0.00
26; 15/06/2022 19:13:53;15; 22.7;63; 22.3;61; 1019.0; 1019.2; 0.0; 0.0; S; 14.4; 22.3; 0.00; 0.00; 0.00; 0.00; 0.00
27; 15/06/2022 19:28:53;15; 22.6;63; 22.3;61; 1019.2; 1019.4; 0.0; 0.0; S; 14.4; 22.3; 0.00; 0.00; 0.00; 0.00; 0.00
28; 15/06/2022 19:43:53;15; 22.6;64; 22.3;61; 1019.2; 1019.4; 0.0; 0.0; S; 14.4; 22.3; 0.00; 0.00; 0.00; 0.00; 0.00
29; 15/06/2022 19:58:53;15; 22.5;64; 22.2;61; 1019.3; 1019.5; 0.0; 0.0; S; 14.3; 22.2; 0.00; 0.00; 0.00; 0.00; 0.00
30; 15/06/2022 20:13:53;15; 22.4;64; 22.1;61; 1019.2; 1019.4; 0.0; 0.0; S; 14.3; 22.1; 0.00; 0.00; 0.00; 0.00; 0.00
31; 15/06/2022 20:28:53;15; 22.4;64; 22.0;62; 1019.4; 1019.6; 0.0; 0.0; S; 14.4; 22.0; 0.00; 0.00; 0.00; 0.00; 0.00
32; 15/06/2022 20:43:53;15; 22.4;64; 22.1;62; 1019.4; 1019.6; 0.0; 0.0; S; 14.5; 22.1; 0.00; 0.00; 0.00; 0.00; 0.00
33; 15/06/2022 20:58:53;15; 22.4;64; 22.0;61; 1019.5; 1019.7; 0.0; 0.0; S; 14.2; 22.0; 0.00; 0.00; 0.00; 0.00; 0.00
34; 15/06/2022 21:13:53;15; 22.3;64; 21.9;62; 1019.9; 1020.1; 0.0; 0.0; S; 14.3; 21.9; 0.00; 0.00; 0.00; 0.00; 0.00
35; 15/06/2022 21:28:53;15; 22.3;64; 21.8;62; 1019.8; 1020.0; 0.0; 0.0; S; 14.2; 21.8; 0.00; 0.00; 0.00; 0.00; 0.00
36; 15/06/2022 21:43:53;15; 22.2;64; 21.8;62; 1019.7; 1019.9; 0.0; 0.0; S; 14.2; 21.8; 0.00; 0.00; 0.00; 0.00; 0.00
37; 15/06/2022 21:58:53;15; 22.2;64; 21.8;62; 1019.9; 1020.1; 0.0; 0.0; S; 14.2; 21.8; 0.00; 0.00; 0.00; 0.00; 0.00
38; 15/06/2022 22:13:53;15; 22.2;64; 21.7;62; 1020.0; 1020.2; 0.0; 0.0; S; 14.1; 21.7; 0.00; 0.00; 0.00; 0.00; 0.00
39; 15/06/2022 22:28:53;15; 22.1;64; 21.7;62; 1020.1; 1020.3; 0.0; 0.0; S; 14.1; 21.7; 0.00; 0.00; 0.00; 0.00; 0.00
40; 15/06/2022 22:43:53;15; 22.1;63; 21.6;62; 1019.8; 1020.0; 0.0; 0.0; S; 14.0; 21.6; 0.00; 0.00; 0.00; 0.00; 0.00
41; 15/06/2022 22:58:53;15; 22.0;63; 21.6;62; 1019.9; 1020.1; 0.0; 0.0; S; 14.0; 21.6; 0.00; 0.00; 0.00; 0.00; 0.00
42; 15/06/2022 23:13:53;15; 22.0;63; 21.6;62; 1019.8; 1020.0; 0.0; 0.0; S; 14.0; 21.6; 0.00; 0.00; 0.00; 0.00; 0.00
43; 15/06/2022 23:28:53;15; 22.0;63; 21.5;62; 1020.2; 1020.4; 0.0; 0.0; S; 13.9; 21.5; 0.00; 0.00; 0.00; 0.00; 0.00
44; 15/06/2022 23:43:53;15; 21.9;64; 21.5;61; 1019.8; 1020.0; 0.0; 0.0; S; 13.7; 21.5; 0.00; 0.00; 0.00; 0.00; 0.00
45; 15/06/2022 23:58:53;15; 21.8;64; 21.4;61; 1019.7; 1019.9; 0.0; 0.0; S; 13.6; 21.4; 0.00; 0.00; 0.00; 0.00; 0.00
46; 16/06/2022 00:13:53;15; 21.8;63; 21.3;61; 1019.8; 1020.0; 0.0; 0.0; S; 13.5; 21.3; 0.00; 0.00; 0.00; 0.00; 0.00
47; 16/06/2022 00:28:53;15; 21.7;63; 21.4;61; 1019.7; 1019.9; 0.0; 0.0; S; 13.6; 21.4; 0.00; 0.00; 0.00; 0.00; 0.00
48; 16/06/2022 00:43:53;15; 21.7;63; 21.4;61; 1019.6; 1019.8; 0.0; 0.0; S; 13.6; 21.4; 0.00; 0.00; 0.00; 0.00; 0.00
49; 16/06/2022 00:58:53;15; 21.7;63; 21.3;61; 1019.7; 1019.9; 0.0; 0.0; S; 13.5; 21.3; 0.00; 0.00; 0.00; 0.00; 0.00
50; 16/06/2022 01:13:53;15; 21.6;63; 21.3;61; 1019.7; 1019.9; 0.0; 0.0; S; 13.5; 21.3; 0.00; 0.00; 0.00; 0.00; 0.00
51; 16/06/2022 01:28:53;15; 21.6;63; 21.3;61; 1019.5; 1019.7; 0.0; 0.0; S; 13.5; 21.3; 0.00; 0.00; 0.00; 0.00; 0.00
52; 16/06/2022 01:43:53;15; 21.6;63; 21.2;61; 1019.6; 1019.8; 0.0; 0.0; S; 13.4; 21.2; 0.00; 0.00; 0.00; 0.00; 0.00
53; 16/06/2022 01:58:53;15; 21.5;63; 21.2;61; 1019.3; 1019.5; 0.0; 0.0; S; 13.4; 21.2; 0.00; 0.00; 0.00; 0.00; 0.00
54; 16/06/2022 02:13:53;15; 21.5;63; 21.2;61; 1019.1; 1019.3; 0.0; 0.0; S; 13.4; 21.2; 0.00; 0.00; 0.00; 0.00; 0.00
55; 16/06/2022 02:28:53;15; 21.5;63; 21.1;61; 1018.7; 1018.9; 0.0; 0.0; S; 13.3; 21.1; 0.00; 0.00; 0.00; 0.00; 0.00
56; 16/06/2022 02:43:53;15; 21.4;63; 21.1;61; 1018.3; 1018.5; 0.0; 0.0; S; 13.3; 21.1; 0.00; 0.00; 0.00; 0.00; 0.00
57; 16/06/2022 02:58:53;15; 21.4;63; 21.0;61; 1018.2; 1018.4; 0.0; 0.0; S; 13.2; 21.0; 0.00; 0.00; 0.00; 0.00; 0.00
58; 16/06/2022 03:13:53;15; 21.3;63; 21.0;61; 1018.5; 1018.7; 0.0; 0.0; S; 13.2; 21.0; 0.00; 0.00; 0.00; 0.00; 0.00
59; 16/06/2022 03:28:53;15; 21.3;63; 21.0;60; 1018.4; 1018.6; 0.0; 0.0; S; 13.0; 21.0; 0.00; 0.00; 0.00; 0.00; 0.00
60; 16/06/2022 03:43:53;15; 21.3;62; 20.9;61; 1018.2; 1018.4; 0.0; 0.0; S; 13.1; 20.9; 0.00; 0.00; 0.00; 0.00; 0.00
61; 16/06/2022 03:58:53;15; 21.2;62; 20.9;61; 1018.2; 1018.4; 0.0; 0.0; S; 13.1; 20.9; 0.00; 0.00; 0.00; 0.00; 0.00
62; 16/06/2022 04:13:53;15; 21.2;62; 20.9;61; 1017.9; 1018.1; 0.0; 0.0; S; 13.1; 20.9; 0.00; 0.00; 0.00; 0.00; 0.00
63; 16/06/2022 04:28:53;15; 21.2;62; 20.8;61; 1017.9; 1018.1; 0.0; 0.0; S; 13.0; 20.8; 0.00; 0.00; 0.00; 0.00; 0.00
64; 16/06/2022 04:43:53;15; 21.0;62; 20.7;61; 1017.9; 1018.1; 0.0; 0.0; S; 12.9; 20.7; 0.00; 0.00; 0.00; 0.00; 0.00
65; 16/06/2022 04:58:53;15; 21.0;62; 20.7;61; 1017.8; 1018.0; 0.0; 0.0; S; 12.9; 20.7; 0.00; 0.00; 0.00; 0.00; 0.00
66; 16/06/2022 05:13:53;15; 21.0;62; 20.6;60; 1017.9; 1018.1; 0.0; 0.0; S; 12.6; 20.6; 0.00; 0.00; 0.00; 0.00; 0.00
67; 16/06/2022 05:28:53;15; 20.9;62; 20.6;60; 1018.1; 1018.3; 0.0; 0.0; S; 12.6; 20.6; 0.00; 0.00; 0.00; 0.00; 0.00
68; 16/06/2022 05:43:53;15; 20.9;62; 20.6;60; 1018.3; 1018.5; 0.0; 0.0; S; 12.6; 20.6; 0.00; 0.00; 0.00; 0.00; 0.00
69; 16/06/2022 05:58:53;15; 20.8;62; 20.5;60; 1018.5; 1018.7; 0.0; 0.0; S; 12.5; 20.5; 0.00; 0.00; 0.00; 0.00; 0.00
70; 16/06/2022 06:13:53;15; 20.9;62; 20.5;60; 1018.7; 1018.9; 0.0; 0.0; S; 12.5; 20.5; 0.00; 0.00; 0.00; 0.00; 0.00
71; 16/06/2022 06:28:53;15; 20.9;62; 20.5;60; 1018.8; 1019.0; 0.0; 0.0; S; 12.5; 20.5; 0.00; 0.00; 0.00; 0.00; 0.00
72; 16/06/2022 06:43:53;15; 20.8;62; 20.4;60; 1019.1; 1019.3; 0.0; 0.0; S; 12.4; 20.4; 0.00; 0.00; 0.00; 0.00; 0.00
73; 16/06/2022 06:58:53;15; 20.8;62; 20.4;60; 1019.3; 1019.5; 0.0; 0.0; S; 12.4; 20.4; 0.00; 0.00; 0.00; 0.00; 0.00
74; 16/06/2022 07:13:53;15; 20.8;62; 20.4;60; 1019.2; 1019.4; 0.0; 0.0; S; 12.4; 20.4; 0.00; 0.00; 0.00; 0.00; 0.00
75; 16/06/2022 07:28:53;15; 20.7;62; 20.4;60; 1019.0; 1019.2; 0.0; 0.0; S; 12.4; 20.4; 0.00; 0.00; 0.00; 0.00; 0.00
76; 16/06/2022 07:43:53;15; 20.7;62; 20.3;60; 1019.1; 1019.3; 0.0; 0.0; S; 12.3; 20.3; 0.00; 0.00; 0.00; 0.00; 0.00
77; 16/06/2022 07:58:53;15; 20.6;63; 20.3;61; 1019.3; 1019.5; 0.0; 0.0; S; 12.6; 20.3; 0.00; 0.00; 0.00; 0.00; 0.00
78; 16/06/2022 08:13:53;15; 20.7;63; 20.3;61; 1019.3; 1019.5; 0.0; 0.0; S; 12.6; 20.3; 0.00; 0.00; 0.00; 0.00; 0.00
79; 16/06/2022 08:28:53;15; 20.7;64; 20.4;62; 1019.5; 1019.7; 0.0; 0.0; S; 12.9; 20.4; 0.00; 0.00; 0.00; 0.00; 0.00
80; 16/06/2022 08:43:53;15; 20.7;64; 20.5;63; 1019.6; 1019.8; 0.0; 0.0; S; 13.2; 20.5; 0.00; 0.00; 0.00; 0.00; 0.00
81; 16/06/2022 08:58:53;15; 20.7;65; 20.5;63; 1019.7; 1019.9; 0.0; 0.0; S; 13.2; 20.5; 0.00; 0.00; 0.00; 0.00; 0.00
82; 16/06/2022 09:13:53;15; 20.8;65; 20.6;64; 1019.8; 1020.0; 0.0; 0.0; S; 13.6; 20.6; 0.00; 0.00; 0.00; 0.00; 0.00
83; 16/06/2022 09:28:53;15; 20.9;66; 20.6;64; 1019.7; 1019.9; 0.0; 0.0; S; 13.6; 20.6; 0.00; 0.00; 0.00; 0.00; 0.00
84; 16/06/2022 09:43:53;15; 20.9;66; 20.7;64; 1019.7; 1019.9; 0.0; 0.0; S; 13.7; 20.7; 0.00; 0.00; 0.00; 0.00; 0.00
85; 16/06/2022 09:58:53;15; 21.0;65; 20.8;64; 1019.8; 1020.0; 0.0; 0.0; S; 13.8; 20.8; 0.00; 0.00; 0.00; 0.00; 0.00
86; 16/06/2022 10:13:53;15; 21.2;65; 20.9;64; 1019.6; 1019.8; 0.0; 0.0; S; 13.9; 20.9; 0.00; 0.00; 0.00; 0.00; 0.00
87; 16/06/2022 10:28:53;15; 21.2;65; 21.0;63; 1019.6; 1019.8; 0.0; 0.0; S; 13.7; 21.0; 0.00; 0.00; 0.00; 0.00; 0.00
88; 16/06/2022 10:43:53;15; 21.3;65; 21.0;62; 1019.1; 1019.3; 0.0; 0.0; S; 13.5; 21.0; 0.00; 0.00; 0.00; 0.00; 0.00
89; 16/06/2022 10:58:53;15; 21.4;65; 21.1;62; 1019.3; 1019.5; 0.0; 0.0; S; 13.6; 21.1; 0.00; 0.00; 0.00; 0.00; 0.00
90; 16/06/2022 11:13:53;15; 21.5;65; 21.2;62; 1019.0; 1019.2; 0.0; 0.0; S; 13.7; 21.2; 0.00; 0.00; 0.00; 0.00; 0.00
91; 16/06/2022 11:28:53;15; 21.6;65; 21.3;62; 1018.5; 1018.7; 0.0; 0.0; S; 13.8; 21.3; 0.00; 0.00; 0.00; 0.00; 0.00
92; 16/06/2022 11:43:53;15; 21.7;65; 21.5;62; 1018.4; 1018.6; 0.0; 0.0; S; 13.9; 21.5; 0.00; 0.00; 0.00; 0.00; 0.00
93; 16/06/2022 11:58:53;15; 21.8;65; 21.6;62; 1018.1; 1018.3; 0.0; 0.0; S; 14.0; 21.6; 0.00; 0.00; 0.00; 0.00; 0.00
94; 16/06/2022 12:13:53;15; 21.9;65; 21.8;62; 1017.7; 1017.9; 0.0; 0.0; S; 14.2; 21.8; 0.00; 0.00; 0.00; 0.00; 0.00
95; 16/06/2022 12:28:53;15; 22.1;64; 21.9;61; 1017.3; 1017.5; 0.0; 0.0; S; 14.1; 21.9; 0.00; 0.00; 0.00; 0.00; 0.00
96; 16/06/2022 12:43:53;15; 22.2;63; 22.1;60; 1017.2; 1017.4; 0.0; 0.0; S; 14.0; 22.1; 0.00; 0.00; 0.00; 0.00; 0.00
97; 16/06/2022 12:58:53;15; 22.3;63; 22.2;60; 1016.7; 1016.9; 0.0; 0.0; S; 14.1; 22.2; 0.00; 0.00; 0.00; 0.00; 0.00
98; 16/06/2022 13:13:53;15; 22.4;63; 22.3;60; 1016.4; 1016.6; 0.0; 0.0; S; 14.2; 22.3; 0.00; 0.00; 0.00; 0.00; 0.00
99; 16/06/2022 13:28:53;15; 22.5;63; 22.4;59; 1016.1; 1016.3; 0.0; 0.0; S; 14.0; 22.4; 0.00; 0.00; 0.00; 0.00; 0.00
100; 16/06/2022 13:43:53;15; 22.8;62; 22.7;59; 1016.0; 1016.2; 0.0; 0.0; S; 14.3; 22.7; 0.00; 0.00; 0.00; 0.00; 0.00
101; 16/06/2022 13:58:53;15; 23.0;63; 23.0;59; 1015.8; 1016.0; 0.0; 0.0; S; 14.6; 23.0; 0.00; 0.00; 0.00; 0.00; 0.00
102; 16/06/2022 14:13:53;15; 23.1;63; 23.2;59; 1015.7; 1015.9; 0.0; 0.0; S; 14.8; 23.2; 0.00; 0.00; 0.00; 0.00; 0.00
103; 16/06/2022 14:28:53;15; 23.6;63; 23.4;58; 1015.6; 1015.8; 0.0; 0.0; S; 14.7; 23.4; 0.00; 0.00; 0.00; 0.00; 0.00
104; 16/06/2022 14:43:53;15; 24.0;62; 23.4;59; 1015.5; 1015.7; 0.0; 0.0; S; 15.0; 23.4; 0.00; 0.00; 0.00; 0.00; 0.00
105; 16/06/2022 14:58:53;15; 23.7;63; 23.2;60; 1015.5; 1015.7; 0.0; 0.0; S; 15.0; 23.2; 0.00; 0.00; 0.00; 0.00; 0.00
106; 16/06/2022 15:13:53;15; 23.7;63; 23.2;61; 1015.0; 1015.2; 0.0; 0.0; S; 15.3; 23.2; 0.00; 0.00; 0.00; 0.00; 0.00
107; 16/06/2022 15:28:53;15; 23.5;64; 23.2;62; 1015.1; 1015.3; 0.0; 0.0; S; 15.5; 23.2; 0.00; 0.00; 0.00; 0.00; 0.00
108; 16/06/2022 15:43:53;15; 23.4;64; 23.1;62; 1014.8; 1015.0; 0.0; 0.0; S; 15.5; 23.1; 0.00; 0.00; 0.00; 0.00; 0.00
109; 16/06/2022 15:58:53;15; 23.3;64; 23.1;62; 1015.0; 1015.2; 0.0; 0.0; S; 15.5; 23.1; 0.00; 0.00; 0.00; 0.00; 0.00
110; 16/06/2022 16:13:53;15; 23.3;64; 23.1;62; 1015.0; 1015.2; 0.0; 0.0; S; 15.5; 23.1; 0.00; 0.00; 0.00; 0.00; 0.00
111; 16/06/2022 16:28:53;15; 23.4;65; 23.1;63; 1015.1; 1015.3; 0.0; 0.0; S; 15.7; 23.1; 0.00; 0.00; 0.00; 0.00; 0.00
112; 16/06/2022 16:43:53;15; 23.3;65; 23.2;63; 1015.2; 1015.4; 0.0; 0.0; S; 15.8; 23.2; 0.00; 0.00; 0.00; 0.00; 0.00
113; 16/06/2022 16:58:53;15; 23.4;65; 23.2;63; 1015.1; 1015.3; 0.0; 0.0; S; 15.8; 23.2; 0.00; 0.00; 0.00; 0.00; 0.00
114; 16/06/2022 17:13:53;15; 23.4;65; 23.1;63; 1015.3; 1015.5; 0.0; 0.0; S; 15.7; 23.1; 0.00; 0.00; 0.00; 0.00; 0.00
115; 16/06/2022 17:28:53;15; 23.3;65; 23.1;63; 1015.3; 1015.5; 0.0; 0.0; S; 15.7; 23.1; 0.00; 0.00; 0.00; 0.00; 0.00
116; 16/06/2022 17:43:53;15; 23.3;66; 23.1;63; 1015.4; 1015.6; 0.0; 0.0; S; 15.7; 23.1; 0.00; 0.00; 0.00; 0.00; 0.00
117; 16/06/2022 17:58:53;15; 23.2;66; 23.1;64; 1015.4; 1015.6; 0.0; 0.0; S; 15.9; 23.1; 0.00; 0.00; 0.00; 0.00; 0.00
118; 16/06/2022 18:13:53;15; 23.2;66; 23.0;64; 1015.6; 1015.8; 0.0; 0.0; S; 15.9; 23.0; 0.00; 0.00; 0.00; 0.00; 0.00
119; 16/06/2022 18:28:53;15; 23.2;66; 23.0;64; 1015.4; 1015.6; 0.0; 0.0; S; 15.9; 23.0; 0.00; 0.00; 0.00; 0.00; 0.00
120; 16/06/2022 18:43:53;15; 23.2;66; 22.9;63; 1015.6; 1015.8; 0.0; 0.0; S; 15.5; 22.9; 0.00; 0.00; 0.00; 0.00; 0.00
121; 16/06/2022 18:58:53;15; 23.2;66; 22.8;63; 1015.7; 1015.9; 0.0; 0.0; S; 15.4; 22.8; 0.00; 0.00; 0.00; 0.00; 0.00
122; 16/06/2022 19:13:53;15; 23.1;66; 22.8;63; 1015.7; 1015.9; 0.0; 0.0; S; 15.4; 22.8; 0.00; 0.00; 0.00; 0.00; 0.00
123; 16/06/2022 19:28:53;15; 23.1;66; 22.8;63; 1015.6; 1015.8; 0.0; 0.0; S; 15.4; 22.8; 0.00; 0.00; 0.00; 0.00; 0.00
124; 16/06/2022 19:43:53;15; 23.0;66; 22.7;63; 1015.9; 1016.1; 0.0; 0.0; S; 15.3; 22.7; 0.00; 0.00; 0.00; 0.00; 0.00
125; 16/06/2022 19:58:53;15; 22.9;66; 22.7;63; 1015.8; 1016.0; 0.0; 0.0; S; 15.3; 22.7; 0.00; 0.00; 0.00; 0.00; 0.00
126; 16/06/2022 20:13:53;15; 22.9;66; 22.7;63; 1015.9; 1016.1; 0.0; 0.0; S; 15.3; 22.7; 0.00; 0.00; 0.00; 0.00; 0.00
127; 16/06/2022 20:28:53;15; 22.9;66; 22.6;63; 1016.1; 1016.3; 0.0; 0.0; S; 15.2; 22.6; 0.00; 0.00; 0.00; 0.00; 0.00
128; 16/06/2022 20:43:53;15; 22.8;66; 22.6;63; 1016.2; 1016.4; 0.0; 0.0; S; 15.2; 22.6; 0.00; 0.00; 0.00; 0.00; 0.00
129; 16/06/2022 20:58:53;15; 22.8;66; 22.5;63; 1016.2; 1016.4; 0.0; 0.0; S; 15.1; 22.5; 0.00; 0.00; 0.00; 0.00; 0.00
130; 16/06/2022 21:13:53;15; 22.8;65; 22.4;63; 1015.8; 1016.0; 0.0; 0.0; S; 15.0; 22.4; 0.00; 0.00; 0.00; 0.00; 0.00
131; 16/06/2022 21:28:53;15; 22.8;65; 22.4;63; 1015.7; 1015.9; 0.0; 0.0; S; 15.0; 22.4; 0.00; 0.00; 0.00; 0.00; 0.00
132; 16/06/2022 21:43:53;15; 22.8;65; 22.4;63; 1015.9; 1016.1; 0.0; 0.0; S; 15.0; 22.4; 0.00; 0.00; 0.00; 0.00; 0.00
133; 16/06/2022 21:58:53;15; 22.7;65; 22.3;63; 1015.9; 1016.1; 0.0; 0.0; S; 14.9; 22.3; 0.00; 0.00; 0.00; 0.00; 0.00
134; 16/06/2022 22:13:53;15; 22.7;65; 22.3;63; 1015.9; 1016.1; 0.0; 0.0; S; 14.9; 22.3; 0.00; 0.00; 0.00; 0.00; 0.00
135; 16/06/2022 22:28:53;15; 22.7;65; 22.2;62; 1016.2; 1016.4; 0.0; 0.0; S; 14.6; 22.2; 0.00; 0.00; 0.00; 0.00; 0.00
136; 16/06/2022 22:43:53;15; 22.6;65; 22.2;62; 1016.1; 1016.3; 0.0; 0.0; S; 14.6; 22.2; 0.00; 0.00; 0.00; 0.00; 0.00
137; 16/06/2022 22:58:53;15; 22.6;65; 22.1;62; 1016.0; 1016.2; 0.0; 0.0; S; 14.5; 22.1; 0.00; 0.00; 0.00; 0.00; 0.00
138; 16/06/2022 23:13:53;15; 22.6;65; 22.1;62; 1015.7; 1015.9; 0.0; 0.0; S; 14.5; 22.1; 0.00; 0.00; 0.00; 0.00; 0.00
139; 16/06/2022 23:28:53;15; 22.5;64; 22.0;62; 1015.6; 1015.8; 0.0; 0.0; S; 14.4; 22.0; 0.00; 0.00; 0.00; 0.00; 0.00
140; 16/06/2022 23:43:53;15; 22.4;64; 22.0;62; 1015.7; 1015.9; 0.0; 0.0; S; 14.4; 22.0; 0.00; 0.00; 0.00; 0.00; 0.00
141; 16/06/2022 23:58:53;15; 22.4;64; 22.0;62; 1015.7; 1015.9; 0.0; 0.0; S; 14.4; 22.0; 0.00; 0.00; 0.00; 0.00; 0.00
142; 17/06/2022 00:13:53;15; 22.4;64; 21.9;62; 1015.6; 1015.8; 0.0; 0.0; S; 14.3; 21.9; 0.00; 0.00; 0.00; 0.00; 0.00
143; 17/06/2022 00:28:53;15; 22.3;63; 21.8;62; 1015.5; 1015.7; 0.0; 0.0; S; 14.2; 21.8; 0.00; 0.00; 0.00; 0.00; 0.00
144; 17/06/2022 00:43:53;15; 22.3;63; 21.8;62; 1015.5; 1015.7; 0.0; 0.0; S; 14.2; 21.8; 0.00; 0.00; 0.00; 0.00; 0.00
145; 17/06/2022 00:58:53;15; 22.2;63; 21.8;62; 1015.1; 1015.3; 0.0; 0.0; S; 14.2; 21.8; 0.00; 0.00; 0.00; 0.00; 0.00
146; 17/06/2022 01:13:53;15; 22.2;63; 21.7;62; 1015.1; 1015.3; 0.0; 0.0; S; 14.1; 21.7; 0.00; 0.00; 0.00; 0.00; 0.00
147; 17/06/2022 01:28:53;15; 22.2;63; 21.7;62; 1014.9; 1015.1; 0.0; 0.0; S; 14.1; 21.7; 0.00; 0.00; 0.00; 0.00; 0.00
148; 17/06/2022 01:43:53;15; 22.1;63; 21.7;62; 1015.0; 1015.2; 0.0; 0.0; S; 14.1; 21.7; 0.00; 0.00; 0.00; 0.00; 0.00
149; 17/06/2022 01:58:53;15; 22.1;63; 21.6;62; 1014.8; 1015.0; 0.0; 0.0; S; 14.0; 21.6; 0.00; 0.00; 0.00; 0.00; 0.00
150; 17/06/2022 02:13:53;15; 22.1;63; 21.6;62; 1014.5; 1014.7; 0.0; 0.0; S; 14.0; 21.6; 0.00; 0.00; 0.00; 0.00; 0.00
151; 17/06/2022 02:28:53;15; 22.0;63; 21.6;62; 1014.3; 1014.5; 0.0; 0.0; S; 14.0; 21.6; 0.00; 0.00; 0.00; 0.00; 0.00
