;Date;Interval;Indoor Temperature(°C);Indoor Humidity(%);Outdoor Temperature(°C);Outdoor Humidity(%);Relative Pressure(hpa);Absolute Pressure(hpa);Wind Speed(m/s);Gust(m/s);Wind Direction;DewPoint(°C);WindChill(°C);Hour Rainfall(mm);24 Hour Rainfall(mm);Week Rainfall(mm);Month Rainfall(mm);Total Rainfall(mm);Wind Direction Degrees from North
568;2022-06-26 19:56:06;15;23.2;69;22.7;68.0;1021.2;1021.4;0.0;0.0; S;16.5;22.7;0.0;0.0;0.0;0.0;0.0;180
1653;2022-06-26 19:58:53;15;23.2;69;22.7;68.0;1021.2;1021.4;0.0;0.0; S;16.5;22.7;0.0;0.0;0.0;0.3;0.3;180
569;2022-06-26 20:11:06;15;23.1;69;22.7;68.0;1021.5;1021.7;0.0;0.0; S;16.5;22.7;0.0;0.0;0.0;0.0;0.0;180
1655;2022-06-26 20:13:53;15;23.1;69;22.7;68.0;1021.5;1021.7;0.0;0.0; S;16.5;22.7;0.0;0.0;0.0;0.3;0.3;180
570;2022-06-26 20:26:06;15;23.1;69;22.7;68.0;1021.4;1021.6;0.0;0.0; S;16.5;22.7;0.0;0.0;0.0;0.0;0.0;180
1657;2022-06-26 20:28:53;15;23.1;69;22.7;68.0;1021.4;1021.6;0.0;0.0; S;16.5;22.7;0.0;0.0;0.0;0.3;0.3;180
571;2022-06-26 20:41:06;15;23.1;70;22.7;68.0;1021.5;1021.7;0.0;0.0; S;16.5;22.7;0.0;0.0;0.0;0.0;0.0;180
1659;2022-06-26 20:43:53;15;23.1;70;22.7;68.0;1021.5;1021.7;0.0;0.0; S;16.5;22.7;0.0;0.0;0.0;0.3;0.3;180
572;2022-06-26 20:56:06;15;23.0;70;22.6;68.0;1021.8;1022.0;0.0;0.0; S;16.4;22.6;0.0;0.0;0.0;0.0;0.0;180
1661;2022-06-26 20:58:53;15;23.0;70;22.6;68.0;1021.8;1022.0;0.0;0.0; S;16.4;22.6;0.0;0.0;0.0;0.3;0.3;180
573;2022-06-26 21:11:06;15;23.1;69;22.6;68.0;1021.9;1022.1;0.0;0.0; S;16.4;22.6;0.0;0.0;0.0;0.0;0.0;180
1663;2022-06-26 21:13:53;15;23.1;69;22.6;68.0;1021.9;1022.1;0.0;0.0; S;16.4;22.6;0.0;0.0;0.0;0.3;0.3;180
574;2022-06-26 21:26:06;15;23.0;69;22.6;67.0;1022.0;1022.2;0.0;0.0; S;16.2;22.6;0.0;0.0;0.0;0.0;0.0;180
1665;2022-06-26 21:28:53;15;23.0;69;22.6;67.0;1022.0;1022.2;0.0;0.0; S;16.2;22.6;0.0;0.0;0.0;0.3;0.3;180
1666;2022-06-26 21:41:06;15;23.0;69;22.6;66.0;1022.2;1022.4;0.0;0.0; S;16.0;22.6;0.0;0.0;0.0;0.0;0.0;180
1667;2022-06-26 21:43:53;15;23.0;69;22.6;66.0;1022.2;1022.4;0.0;0.0; S;16.0;22.6;0.0;0.0;0.0;0.3;0.3;180
1668;2022-06-26 21:56:06;15;22.9;68;22.6;66.0;1022.4;1022.6;0.0;0.0; S;16.0;22.6;0.0;0.0;0.0;0.0;0.0;180
1669;2022-06-26 21:58:53;15;22.9;68;22.6;66.0;1022.4;1022.6;0.0;0.0; S;16.0;22.6;0.0;0.0;0.0;0.3;0.3;180
1670;2022-06-26 22:11:06;15;22.9;68;22.6;66.0;1022.3;1022.5;0.0;0.0; S;16.0;22.6;0.0;0.0;0.0;0.0;0.0;180
1671;2022-06-26 22:13:53;15;22.9;68;22.6;66.0;1022.3;1022.5;0.0;0.0; S;16.0;22.6;0.0;0.0;0.0;0.3;0.3;180
578;2022-06-26 22:26:06;15;22.9;68;22.5;66.0;1022.4;1022.6;0.0;0.0; S;15.9;22.5;0.0;0.0;0.0;0.0;0.0;180
1673;2022-06-26 22:28:53;15;22.9;68;22.5;66.0;1022.4;1022.6;0.0;0.0; S;15.9;22.5;0.0;0.0;0.0;0.3;0.3;180
1674;2022-06-26 22:41:06;15;22.9;68;22.5;66.0;1022.2;1022.4;0.0;0.0; S;15.9;22.5;0.0;0.0;0.0;0.0;0.0;180
1675;2022-06-26 22:43:53;15;22.9;68;22.5;66.0;1022.2;1022.4;0.0;0.0; S;15.9;22.5;0.0;0.0;0.0;0.3;0.3;180
580;2022-06-26 22:56:06;15;22.9;68;22.5;66.0;1022.2;1022.4;0.0;0.0; S;15.9;22.5;0.0;0.0;0.0;0.0;0.0;180
1677;2022-06-26 22:58:53;15;22.9;68;22.5;66.0;1022.2;1022.4;0.0;0.0; S;15.9;22.5;0.0;0.0;0.0;0.3;0.3;180
581;2022-06-26 23:11:06;15;22.8;68;22.4;66.0;1022.3;1022.5;0.0;0.0; S;15.8;22.4;0.0;0.0;0.0;0.0;0.0;180
1679;2022-06-26 23:13:53;15;22.8;68;22.4;66.0;1022.3;1022.5;0.0;0.0; S;15.8;22.4;0.0;0.0;0.0;0.3;0.3;180
582;2022-06-26 23:26:06;15;22.8;68;22.4;66.0;1022.5;1022.7;0.0;0.0; S;15.8;22.4;0.0;0.0;0.0;0.0;0.0;180
1681;2022-06-26 23:28:53;15;22.8;68;22.4;66.0;1022.5;1022.7;0.0;0.0; S;15.8;22.4;0.0;0.0;0.0;0.3;0.3;180
583;2022-06-26 23:41:06;15;22.8;68;22.3;65.0;1022.1;1022.3;0.0;0.0; S;15.4;22.3;0.0;0.0;0.0;0.0;0.0;180
1683;2022-06-26 23:43:53;15;22.8;68;22.3;65.0;1022.1;1022.3;0.0;0.0; S;15.4;22.3;0.0;0.0;0.0;0.3;0.3;180
584;2022-06-26 23:56:06;15;22.8;68;22.3;65.0;1022.2;1022.4;0.0;0.0; S;15.4;22.3;0.0;0.0;0.0;0.0;0.0;180
1685;2022-06-26 23:58:53;15;22.8;68;22.3;65.0;1022.2;1022.4;0.0;0.0; S;15.4;22.3;0.0;0.0;0.0;0.3;0.3;180
1686;2022-06-27 00:11:06;15;22.7;67;22.3;65.0;1022.4;1022.6;0.0;0.0; S;15.4;22.3;0.0;0.0;0.0;0.0;0.0;180
1687;2022-06-27 00:13:53;15;22.7;67;22.3;65.0;1022.4;1022.6;0.0;0.0; S;15.4;22.3;0.0;0.0;0.0;0.3;0.3;180
586;2022-06-27 00:26:06;15;22.7;67;22.2;65.0;1022.2;1022.4;0.0;0.0; S;15.3;22.2;0.0;0.0;0.0;0.0;0.0;180
1689;2022-06-27 00:28:53;15;22.7;67;22.2;65.0;1022.2;1022.4;0.0;0.0; S;15.3;22.2;0.0;0.0;0.0;0.3;0.3;180
1690;2022-06-27 00:41:06;15;22.7;67;22.2;65.0;1022.3;1022.5;0.0;0.0; S;15.3;22.2;0.0;0.0;0.0;0.0;0.0;180
1691;2022-06-27 00:43:53;15;22.7;67;22.2;65.0;1022.3;1022.5;0.0;0.0; S;15.3;22.2;0.0;0.0;0.0;0.3;0.3;180
588;2022-06-27 00:56:06;15;22.7;67;22.2;65.0;1022.3;1022.5;0.0;0.0; S;15.3;22.2;0.0;0.0;0.0;0.0;0.0;180
1693;2022-06-27 00:58:53;15;22.7;67;22.2;65.0;1022.3;1022.5;0.0;0.0; S;15.3;22.2;0.0;0.0;0.0;0.3;0.3;180
589;2022-06-27 01:11:06;15;22.6;67;22.2;65.0;1022.0;1022.2;0.0;0.0; S;15.3;22.2;0.0;0.0;0.0;0.0;0.0;180
1695;2022-06-27 01:13:53;15;22.6;67;22.2;65.0;1022.0;1022.2;0.0;0.0; S;15.3;22.2;0.0;0.0;0.0;0.3;0.3;180
590;2022-06-27 01:26:06;15;22.6;67;22.1;64.0;1022.0;1022.2;0.0;0.0; S;15.0;22.1;0.0;0.0;0.0;0.0;0.0;180
1697;2022-06-27 01:28:53;15;22.6;67;22.1;64.0;1022.0;1022.2;0.0;0.0; S;15.0;22.1;0.0;0.0;0.0;0.3;0.3;180
591;2022-06-27 01:41:06;15;22.6;67;22.1;64.0;1021.8;1022.0;0.0;0.0; S;15.0;22.1;0.0;0.0;0.0;0.0;0.0;180
1699;2022-06-27 01:43:53;15;22.6;67;22.1;64.0;1021.8;1022.0;0.0;0.0; S;15.0;22.1;0.0;0.0;0.0;0.3;0.3;180
1700;2022-06-27 01:56:06;15;22.6;67;22.1;64.0;1021.9;1022.1;0.0;0.0; S;15.0;22.1;0.0;0.0;0.0;0.0;0.0;180
1701;2022-06-27 01:58:53;15;22.6;67;22.1;64.0;1021.9;1022.1;0.0;0.0; S;15.0;22.1;0.0;0.0;0.0;0.3;0.3;180
593;2022-06-27 02:11:06;15;22.5;67;22.1;65.0;1021.8;1022.0;0.0;0.0; S;15.2;22.1;0.0;0.0;0.0;0.0;0.0;180
1703;2022-06-27 02:13:53;15;22.5;67;22.1;65.0;1021.8;1022.0;0.0;0.0; S;15.2;22.1;0.0;0.0;0.0;0.3;0.3;180
594;2022-06-27 02:26:06;15;22.5;67;22.1;65.0;1021.7;1021.9;0.0;0.0; S;15.2;22.1;0.0;0.0;0.0;0.0;0.0;180
1705;2022-06-27 02:28:53;15;22.5;67;22.1;65.0;1021.7;1021.9;0.0;0.0; S;15.2;22.1;0.0;0.0;0.0;0.3;0.3;180
595;2022-06-27 02:41:06;15;22.4;68;22.1;65.0;1021.3;1021.5;0.0;0.0; S;15.2;22.1;0.0;0.0;0.0;0.0;0.0;180
1707;2022-06-27 02:43:53;15;22.4;68;22.1;65.0;1021.3;1021.5;0.0;0.0; S;15.2;22.1;0.0;0.0;0.0;0.3;0.3;180
1708;2022-06-27 02:56:06;15;22.4;68;22.1;65.0;1021.4;1021.6;0.0;0.0; S;15.2;22.1;0.0;0.0;0.0;0.0;0.0;180
1709;2022-06-27 02:58:53;15;22.4;68;22.1;65.0;1021.4;1021.6;0.0;0.0; S;15.2;22.1;0.0;0.0;0.0;0.3;0.3;180
597;2022-06-27 03:11:06;15;22.4;68;22.0;66.0;1021.3;1021.5;0.0;0.0; S;15.4;22.0;0.0;0.0;0.0;0.0;0.0;180
1711;2022-06-27 03:13:53;15;22.4;68;22.0;66.0;1021.3;1021.5;0.0;0.0; S;15.4;22.0;0.0;0.0;0.0;0.3;0.3;180
1712;2022-06-27 03:26:06;15;22.4;68;22.0;66.0;1021.4;1021.6;0.0;0.0; S;15.4;22.0;0.0;0.0;0.0;0.0;0.0;180
1713;2022-06-27 03:28:53;15;22.4;68;22.0;66.0;1021.4;1021.6;0.0;0.0; S;15.4;22.0;0.0;0.0;0.0;0.3;0.3;180
1714;2022-06-27 03:41:06;15;22.4;68;22.0;66.0;1021.3;1021.5;0.0;0.0; S;15.4;22.0;0.0;0.0;0.0;0.0;0.0;180
1715;2022-06-27 03:43:53;15;22.4;68;22.0;66.0;1021.3;1021.5;0.0;0.0; S;15.4;22.0;0.0;0.0;0.0;0.3;0.3;180
1716;2022-06-27 03:56:06;15;22.4;68;22.0;67.0;1021.2;1021.4;0.0;0.0; S;15.6;22.0;0.0;0.0;0.0;0.0;0.0;180
1717;2022-06-27 03:58:53;15;22.4;68;22.0;67.0;1021.2;1021.4;0.0;0.0; S;15.6;22.0;0.0;0.0;0.0;0.3;0.3;180
1718;2022-06-27 04:11:06;15;22.3;68;21.9;68.0;1021.3;1021.5;0.0;0.0; S;15.8;21.9;0.0;0.0;0.0;0.0;0.0;180
1719;2022-06-27 04:13:53;15;22.3;68;21.9;68.0;1021.3;1021.5;0.0;0.0; S;15.8;21.9;0.0;0.0;0.0;0.3;0.3;180
1720;2022-06-27 04:26:06;15;22.3;68;21.9;68.0;1021.3;1021.5;0.0;0.0; S;15.8;21.9;0.0;0.0;0.0;0.0;0.0;180
1721;2022-06-27 04:28:53;15;22.3;68;21.9;68.0;1021.3;1021.5;0.0;0.0; S;15.8;21.9;0.0;0.0;0.0;0.3;0.3;180
1722;2022-06-27 04:41:06;15;22.3;68;21.8;68.0;1020.9;1021.1;0.0;0.0; S;15.7;21.8;0.0;0.0;0.0;0.0;0.0;180
1723;2022-06-27 04:43:53;15;22.3;68;21.8;68.0;1020.9;1021.1;0.0;0.0; S;15.7;21.8;0.0;0.0;0.0;0.3;0.3;180
1724;2022-06-27 04:56:06;15;22.3;68;21.8;69.0;1021.1;1021.3;0.0;0.0; S;15.9;21.8;0.0;0.0;0.0;0.0;0.0;180
1725;2022-06-27 04:58:53;15;22.3;68;21.8;69.0;1021.1;1021.3;0.0;0.0; S;15.9;21.8;0.0;0.0;0.0;0.3;0.3;180
1726;2022-06-27 05:11:06;15;22.3;68;21.8;69.0;1020.9;1021.1;0.0;0.0; S;15.9;21.8;0.0;0.0;0.0;0.0;0.0;180
1727;2022-06-27 05:13:53;15;22.3;68;21.8;69.0;1020.9;1021.1;0.0;0.0; S;15.9;21.8;0.0;0.0;0.0;0.3;0.3;180
1728;2022-06-27 05:26:06;15;22.2;69;21.8;69.0;1020.9;1021.1;0.0;0.0; S;15.9;21.8;0.0;0.0;0.0;0.0;0.0;180
1729;2022-06-27 05:28:53;15;22.2;69;21.8;69.0;1020.9;1021.1;0.0;0.0; S;15.9;21.8;0.0;0.0;0.0;0.3;0.3;180
1730;2022-06-27 05:41:06;15;22.2;69;21.8;69.0;1021.1;1021.3;0.0;0.0; S;15.9;21.8;0.0;0.0;0.0;0.0;0.0;180
1731;2022-06-27 05:43:53;15;22.2;69;21.8;69.0;1021.1;1021.3;0.0;0.0; S;15.9;21.8;0.0;0.0;0.0;0.3;0.3;180
608;2022-06-27 05:56:06;15;22.2;69;21.8;69.0;1021.1;1021.3;0.0;0.0; S;15.9;21.8;0.0;0.0;0.0;0.0;0.0;180
1733;2022-06-27 05:58:53;15;22.2;69;21.8;69.0;1021.1;1021.3;0.0;0.0; S;15.9;21.8;0.0;0.0;0.0;0.3;0.3;180
1734;2022-06-27 06:11:06;15;22.2;69;21.8;69.0;1020.9;1021.1;0.0;0.0; S;15.9;21.8;0.0;0.0;0.0;0.0;0.0;180
1735;2022-06-27 06:13:53;15;22.2;69;21.8;69.0;1020.9;1021.1;0.0;0.0; S;15.9;21.8;0.0;0.0;0.0;0.3;0.3;180
610;2022-06-27 06:26:06;15;22.2;69;21.7;69.0;1021.1;1021.3;0.0;0.0; S;15.8;21.7;0.0;0.0;0.0;0.0;0.0;180
1737;2022-06-27 06:28:53;15;22.2;69;21.7;69.0;1021.1;1021.3;0.0;0.0; S;15.8;21.7;0.0;0.0;0.0;0.3;0.3;180
611;2022-06-27 06:41:06;15;22.2;69;21.7;69.0;1021.4;1021.6;0.0;0.0; S;15.8;21.7;0.0;0.0;0.0;0.0;0.0;180
1739;2022-06-27 06:43:53;15;22.2;69;21.7;69.0;1021.4;1021.6;0.0;0.0; S;15.8;21.7;0.0;0.0;0.0;0.3;0.3;180
1740;2022-06-27 06:56:06;15;22.1;69;21.7;69.0;1021.6;1021.8;0.0;0.0; S;15.8;21.7;0.0;0.0;0.0;0.0;0.0;180
1741;2022-06-27 06:58:53;15;22.1;69;21.7;69.0;1021.6;1021.8;0.0;0.0; S;15.8;21.7;0.0;0.0;0.0;0.3;0.3;180
613;2022-06-27 07:11:06;15;22.1;69;21.7;69.0;1021.6;1021.8;0.0;0.0; S;15.8;21.7;0.0;0.0;0.0;0.0;0.0;180
1743;2022-06-27 07:13:53;15;22.1;69;21.7;69.0;1021.6;1021.8;0.0;0.0; S;15.8;21.7;0.0;0.0;0.0;0.3;0.3;180
614;2022-06-27 07:26:06;15;22.1;69;21.7;69.0;1021.9;1022.1;0.0;0.0; S;15.8;21.7;0.0;0.0;0.0;0.0;0.0;180
1745;2022-06-27 07:28:53;15;22.1;69;21.7;69.0;1021.9;1022.1;0.0;0.0; S;15.8;21.7;0.0;0.0;0.0;0.3;0.3;180
615;2022-06-27 07:41:06;15;22.0;69;21.7;69.0;1022.1;1022.3;0.0;0.0; S;15.8;21.7;0.0;0.0;0.0;0.0;0.0;180
1747;2022-06-27 07:43:53;15;22.0;69;21.7;69.0;1022.1;1022.3;0.0;0.0; S;15.8;21.7;0.0;0.0;0.0;0.3;0.3;180
616;2022-06-27 07:56:06;15;22.0;69;21.6;69.0;1022.4;1022.6;0.0;0.0; S;15.7;21.6;0.0;0.0;0.0;0.0;0.0;180
1749;2022-06-27 07:58:53;15;22.0;69;21.6;69.0;1022.4;1022.6;0.0;0.0; S;15.7;21.6;0.0;0.0;0.0;0.3;0.3;180
1750;2022-06-27 08:11:06;15;22.0;69;21.6;69.0;1022.3;1022.5;0.0;0.0; S;15.7;21.6;0.0;0.0;0.0;0.0;0.0;180
1751;2022-06-27 08:13:53;15;22.0;69;21.6;69.0;1022.3;1022.5;0.0;0.0; S;15.7;21.6;0.0;0.0;0.0;0.3;0.3;180
618;2022-06-27 08:26:06;15;22.0;69;21.6;69.0;1022.4;1022.6;0.0;0.0; S;15.7;21.6;0.0;0.0;0.0;0.0;0.0;180
1753;2022-06-27 08:28:53;15;22.0;69;21.6;69.0;1022.4;1022.6;0.0;0.0; S;15.7;21.6;0.0;0.0;0.0;0.3;0.3;180
1754;2022-06-27 08:41:06;15;22.0;69;21.6;69.0;1022.7;1022.9;0.0;0.0; S;15.7;21.6;0.0;0.0;0.0;0.0;0.0;180
1755;2022-06-27 08:43:53;15;22.0;69;21.6;69.0;1022.7;1022.9;0.0;0.0; S;15.7;21.6;0.0;0.0;0.0;0.3;0.3;180
1756;2022-06-27 08:56:06;15;22.0;69;21.6;69.0;1022.9;1023.1;0.0;0.0; S;15.7;21.6;0.0;0.0;0.0;0.0;0.0;180
1757;2022-06-27 08:58:53;15;22.0;69;21.6;69.0;1022.9;1023.1;0.0;0.0; S;15.7;21.6;0.0;0.0;0.0;0.3;0.3;180
1758;2022-06-27 09:11:06;15;22.0;69;21.7;69.0;1023.2;1023.4;0.0;0.0; S;15.8;21.7;0.0;0.0;0.0;0.0;0.0;180
1759;2022-06-27 09:13:53;15;22.0;69;21.7;69.0;1023.2;1023.4;0.0;0.0; S;15.8;21.7;0.0;0.0;0.0;0.3;0.3;180
622;2022-06-27 09:26:06;15;22.0;69;21.7;69.0;1023.2;1023.4;0.0;0.0; S;15.8;21.7;0.0;0.0;0.0;0.0;0.0;180
1761;2022-06-27 09:28:53;15;22.0;69;21.7;69.0;1023.2;1023.4;0.0;0.0; S;15.8;21.7;0.0;0.0;0.0;0.3;0.3;180
1762;2022-06-27 09:41:06;15;22.0;70;22.2;69.0;1023.2;1023.4;0.0;0.0; S;16.3;22.2;0.0;0.0;0.0;0.0;0.0;180
1763;2022-06-27 09:43:53;15;22.0;70;22.2;69.0;1023.2;1023.4;0.0;0.0; S;16.3;22.2;0.0;0.0;0.0;0.3;0.3;180
1764;2022-06-27 09:56:06;15;22.0;70;23.0;67.0;1023.3;1023.5;0.0;0.0; S;16.6;23.0;0.0;0.0;0.0;0.0;0.0;180
1765;2022-06-27 09:58:53;15;22.0;70;23.0;67.0;1023.3;1023.5;0.0;0.0; S;16.6;23.0;0.0;0.0;0.0;0.3;0.3;180
1766;2022-06-27 10:11:06;15;22.2;70;22.8;64.0;1023.5;1023.7;0.0;0.0; S;15.7;22.8;0.0;0.0;0.0;0.0;0.0;180
1767;2022-06-27 10:13:53;15;22.2;70;22.8;64.0;1023.5;1023.7;0.0;0.0; S;15.7;22.8;0.0;0.0;0.0;0.3;0.3;180
1768;2022-06-27 10:26:06;15;22.3;69;22.6;64.0;1023.2;1023.4;0.0;0.0; S;15.5;22.6;0.0;0.0;0.0;0.0;0.0;180
1769;2022-06-27 10:28:53;15;22.3;69;22.6;64.0;1023.2;1023.4;0.0;0.0; S;15.5;22.6;0.0;0.0;0.0;0.3;0.3;180
627;2022-06-27 10:41:06;15;22.3;68;22.5;64.0;1023.7;1023.9;0.0;0.0; S;15.4;22.5;0.0;0.0;0.0;0.0;0.0;180
1771;2022-06-27 10:43:53;15;22.3;68;22.5;64.0;1023.7;1023.9;0.0;0.0; S;15.4;22.5;0.0;0.0;0.0;0.3;0.3;180
628;2022-06-27 10:56:06;15;22.4;68;22.4;63.0;1023.5;1023.7;0.0;0.0; S;15.0;22.4;0.0;0.0;0.0;0.0;0.0;180
1773;2022-06-27 10:58:53;15;22.4;68;22.4;63.0;1023.5;1023.7;0.0;0.0; S;15.0;22.4;0.0;0.0;0.0;0.3;0.3;180
629;2022-06-27 11:11:06;15;22.4;67;22.5;62.0;1023.2;1023.4;0.0;0.0; S;14.9;22.5;0.0;0.0;0.0;0.0;0.0;180
1775;2022-06-27 11:13:53;15;22.4;67;22.5;62.0;1023.2;1023.4;0.0;0.0; S;14.9;22.5;0.0;0.0;0.0;0.3;0.3;180
1776;2022-06-27 11:26:06;15;22.5;67;22.6;62.0;1023.0;1023.2;0.0;0.0; S;15.0;22.6;0.0;0.0;0.0;0.0;0.0;180
1777;2022-06-27 11:28:53;15;22.5;67;22.6;62.0;1023.0;1023.2;0.0;0.0; S;15.0;22.6;0.0;0.0;0.0;0.3;0.3;180
631;2022-06-27 11:41:06;15;22.6;67;22.6;62.0;1022.8;1023.0;0.0;0.0; S;15.0;22.6;0.0;0.0;0.0;0.0;0.0;180
1779;2022-06-27 11:43:53;15;22.6;67;22.6;62.0;1022.8;1023.0;0.0;0.0; S;15.0;22.6;0.0;0.0;0.0;0.3;0.3;180
1780;2022-06-27 11:56:06;15;22.7;67;22.7;62.0;1022.3;1022.5;0.0;0.0; S;15.1;22.7;0.0;0.0;0.0;0.0;0.0;180
1781;2022-06-27 11:58:53;15;22.7;67;22.7;62.0;1022.3;1022.5;0.0;0.0; S;15.1;22.7;0.0;0.0;0.0;0.3;0.3;180
633;2022-06-27 12:11:06;15;22.8;66;22.8;61.0;1021.7;1021.9;0.0;0.0; S;14.9;22.8;0.0;0.0;0.0;0.0;0.0;180
1783;2022-06-27 12:13:53;15;22.8;66;22.8;61.0;1021.7;1021.9;0.0;0.0; S;14.9;22.8;0.0;0.0;0.0;0.3;0.3;180
1784;2022-06-27 12:26:06;15;22.9;66;22.8;61.0;1021.4;1021.6;0.0;0.0; S;14.9;22.8;0.0;0.0;0.0;0.0;0.0;180
1785;2022-06-27 12:28:53;15;22.9;66;22.8;61.0;1021.4;1021.6;0.0;0.0; S;14.9;22.8;0.0;0.0;0.0;0.3;0.3;180
1786;2022-06-27 12:41:06;15;22.9;65;22.7;61.0;1021.4;1021.6;0.0;0.0; S;14.8;22.7;0.0;0.0;0.0;0.0;0.0;180
1787;2022-06-27 12:43:53;15;22.9;65;22.7;61.0;1021.4;1021.6;0.0;0.0; S;14.8;22.7;0.0;0.0;0.0;0.3;0.3;180
636;2022-06-27 12:56:06;15;23.0;65;22.7;61.0;1021.3;1021.5;0.0;0.0; S;14.8;22.7;0.0;0.0;0.0;0.0;0.0;180
1789;2022-06-27 12:58:53;15;23.0;65;22.7;61.0;1021.3;1021.5;0.0;0.0; S;14.8;22.7;0.0;0.0;0.0;0.3;0.3;180
637;2022-06-27 13:11:06;15;23.0;65;22.7;60.0;1021.0;1021.2;0.0;0.0; S;14.6;22.7;0.0;0.0;0.0;0.0;0.0;180
1791;2022-06-27 13:13:53;15;23.0;65;22.7;60.0;1021.0;1021.2;0.0;0.0; S;14.6;22.7;0.0;0.0;0.0;0.3;0.3;180
638;2022-06-27 13:26:06;15;23.0;65;22.7;60.0;1020.7;1020.9;0.0;0.0; S;14.6;22.7;0.0;0.0;0.0;0.0;0.0;180
1793;2022-06-27 13:28:53;15;23.0;65;22.7;60.0;1020.7;1020.9;0.0;0.0; S;14.6;22.7;0.0;0.0;0.0;0.3;0.3;180
639;2022-06-27 13:41:06;15;23.0;65;22.7;60.0;1020.9;1021.1;0.0;0.0; S;14.6;22.7;0.0;0.0;0.0;0.0;0.0;180
1795;2022-06-27 13:43:53;15;23.0;65;22.7;60.0;1020.9;1021.1;0.0;0.0; S;14.6;22.7;0.0;0.0;0.0;0.3;0.3;180
640;2022-06-27 13:56:06;15;23.1;64;22.7;60.0;1020.6;1020.8;0.0;0.0; S;14.6;22.7;0.0;0.0;0.0;0.0;0.0;180
1797;2022-06-27 13:58:53;15;23.1;64;22.7;60.0;1020.6;1020.8;0.0;0.0; S;14.6;22.7;0.0;0.0;0.0;0.3;0.3;180
1798;2022-06-27 14:11:06;15;23.2;64;22.9;60.0;1020.6;1020.8;0.0;0.0; S;14.8;22.9;0.0;0.0;0.0;0.0;0.0;180
1799;2022-06-27 14:13:53;15;23.2;64;22.9;60.0;1020.6;1020.8;0.0;0.0; S;14.8;22.9;0.0;0.0;0.0;0.3;0.3;180
642;2022-06-27 14:26:06;15;23.3;64;23.0;61.0;1020.3;1020.5;0.0;0.0; S;15.1;23.0;0.0;0.0;0.0;0.0;0.0;180
1801;2022-06-27 14:28:53;15;23.3;64;23.0;61.0;1020.3;1020.5;0.0;0.0; S;15.1;23.0;0.0;0.0;0.0;0.3;0.3;180
1802;2022-06-27 14:41:06;15;23.7;64;23.1;61.0;1020.3;1020.5;0.0;0.0; S;15.2;23.1;0.0;0.0;0.0;0.0;0.0;180
1803;2022-06-27 14:43:53;15;23.7;64;23.1;61.0;1020.3;1020.5;0.0;0.0; S;15.2;23.1;0.0;0.0;0.0;0.3;0.3;180
644;2022-06-27 14:56:06;15;23.7;62;23.1;59.0;1020.0;1020.2;0.0;0.0; S;14.7;23.1;0.0;0.0;0.0;0.0;0.0;180
1805;2022-06-27 14:58:53;15;23.7;62;23.1;59.0;1020.0;1020.2;0.0;0.0; S;14.7;23.1;0.0;0.0;0.0;0.3;0.3;180
645;2022-06-27 15:11:06;15;23.6;62;23.2;58.0;1019.9;1020.1;0.0;0.0; S;14.5;23.2;0.0;0.0;0.0;0.0;0.0;180
1807;2022-06-27 15:13:53;15;23.6;62;23.2;58.0;1019.9;1020.1;0.0;0.0; S;14.5;23.2;0.0;0.0;0.0;0.3;0.3;180
646;2022-06-27 15:26:06;15;23.6;62;23.1;58.0;1019.8;1020.0;0.0;0.0; S;14.4;23.1;0.0;0.0;0.0;0.0;0.0;180
1809;2022-06-27 15:28:53;15;23.6;62;23.1;58.0;1019.8;1020.0;0.0;0.0; S;14.4;23.1;0.0;0.0;0.0;0.3;0.3;180
647;2022-06-27 15:41:06;15;23.5;62;23.1;59.0;1019.6;1019.8;0.0;0.0; S;14.7;23.1;0.0;0.0;0.0;0.0;0.0;180
1811;2022-06-27 15:43:53;15;23.5;62;23.1;59.0;1019.6;1019.8;0.0;0.0; S;14.7;23.1;0.0;0.0;0.0;0.3;0.3;180
648;2022-06-27 15:56:06;15;23.5;62;23.1;59.0;1019.4;1019.6;0.0;0.0; S;14.7;23.1;0.0;0.0;0.0;0.0;0.0;180
1813;2022-06-27 15:58:53;15;23.5;62;23.1;59.0;1019.4;1019.6;0.0;0.0; S;14.7;23.1;0.0;0.0;0.0;0.3;0.3;180
649;2022-06-27 16:11:06;15;23.5;62;23.1;59.0;1019.6;1019.8;0.0;0.0; S;14.7;23.1;0.0;0.0;0.0;0.0;0.0;180
1815;2022-06-27 16:13:53;15;23.5;62;23.1;59.0;1019.6;1019.8;0.0;0.0; S;14.7;23.1;0.0;0.0;0.0;0.3;0.3;180
650;2022-06-27 16:26:06;15;23.4;62;23.1;59.0;1019.5;1019.7;0.0;0.0; S;14.7;23.1;0.0;0.0;0.0;0.0;0.0;180
1817;2022-06-27 16:28:53;15;23.4;62;23.1;59.0;1019.5;1019.7;0.0;0.0; S;14.7;23.1;0.0;0.0;0.0;0.3;0.3;180
651;2022-06-27 16:41:06;15;23.4;62;23.1;59.0;1019.7;1019.9;0.0;0.0; S;14.7;23.1;0.0;0.0;0.0;0.0;0.0;180
1819;2022-06-27 16:43:53;15;23.4;62;23.1;59.0;1019.7;1019.9;0.0;0.0; S;14.7;23.1;0.0;0.0;0.0;0.3;0.3;180
